asctb_table,record_number,as_label,as,cell_label,cell_id,matched_genes,matched_gene_count,gene_symbols,hgnc_ids,references
blood-vasculature,2784,medial plantar digital vein,http://purl.obolibrary.org/obo/UBERON_0006144,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Posterior_tibial_vein
blood-vasculature,2750,superficial external pudendal vein,http://purl.obolibrary.org/obo/UBERON_0009049,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/External_pudendal_veins
blood-vasculature,2772,soleal vein,http://purl.obolibrary.org/obo/UBERON_0013142,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://doi.org/10.3400/avd.AVDoa07004
blood-vasculature,2788,soleal vein,http://purl.obolibrary.org/obo/UBERON_0013142,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://doi.org/10.3400/avd.AVDoa07004
blood-vasculature,2768,gastrocnemius vein,http://purl.obolibrary.org/obo/UBERON_0013143,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://doi.org/10.1016/j.ejvs.2005.10.022
blood-vasculature,2748,superficial epigastric vein,http://purl.obolibrary.org/obo/UBERON_0014692,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Superficial_epigastric_vein
blood-vasculature,279,inferior alveolar artery,http://purl.obolibrary.org/obo/UBERON_0014693,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_alveolar_artery
blood-vasculature,2756,medial circumflex femoral vein,http://purl.obolibrary.org/obo/UBERON_0035234,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,http://purl.obolibrary.org/obo/UBERON_0035234
blood-vasculature,2754,lateral femoral circumflex vein,http://purl.obolibrary.org/obo/UBERON_8600065,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.kenhub.com/en/library/anatomy/femoral-vein
blood-vasculature,2752,superficial iliac circumflex vein,http://purl.obolibrary.org/obo/UBERON_8600082,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Great_saphenous_vein
blood-vasculature,2778,Plantar venous arch of foot,http://purl.org/sig/ont/fma/fma44489,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Plantar_venous_arch
blood-vasculature,2786,Plantar venous arch of foot,http://purl.org/sig/ont/fma/fma44489,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Plantar_venous_arch
blood-vasculature,2766,Dorsal digital vein of foot,http://purl.org/sig/ont/fma/fma323401,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Dorsal_digital_veins_of_the_foot
blood-vasculature,2780,Plantar metatarsal vein,http://purl.org/sig/ont/fma/fma44504,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Plantar_metatarsal_veins
blood-vasculature,275,Lesser palatine artery,http://purl.org/sig/ont/fma/fma49796,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Lesser_palatine_arteries
blood-vasculature,2770,Set of peroneal veins,http://purl.org/sig/ont/fma/fma71587,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Fibular_veins
blood-vasculature,2776,lateral plantar vein,https://purl.org/ccf/ASCTB-TEMP_lateral-plantar-vein,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Posterior_tibial_vein
blood-vasculature,1032,medial circumflex femoral artery,http://purl.obolibrary.org/obo/UBERON_0001356,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Medial_circumflex_femoral_artery
blood-vasculature,2724,inferior vena cava,http://purl.obolibrary.org/obo/UBERON_0001072,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_vena_cava
blood-vasculature,1890,esophageal artery,http://purl.obolibrary.org/obo/UBERON_0035539,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Descending_thoracic_aorta
blood-vasculature,191,dorsal lingual artery,http://purl.obolibrary.org/obo/UBERON_8600098,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,PMID:32119400
blood-vasculature,1910,Left third posterior intercostal artery,http://purl.org/sig/ont/fma/fma4406,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Intercostal_arteries
blood-vasculature,1914,Left fourth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4429,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Intercostal_arteries
blood-vasculature,1918,Left fifth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4452,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Intercostal_arteries
blood-vasculature,1902,Left tenth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4567,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Intercostal_arteries
blood-vasculature,1906,Left eleventh posterior intercostal artery,http://purl.org/sig/ont/fma/fma4590,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Intercostal_arteries
blood-vasculature,1894,Left second bronchial artery,http://purl.org/sig/ont/fma/fma4147,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Bronchial_artery
blood-vasculature,1898,Left first superior phrenic artery,http://purl.org/sig/ont/fma/fma4170,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Superior_phrenic_arteries
blood-vasculature,189,anterior lingual gland capillary,https://purl.org/ccf/ASCTB-TEMP_anterior-lingual-gland-capillary,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Lingual_artery
blood-vasculature,1884,bronchial arteriole,https://purl.org/ccf/ASCTB-TEMP_bronchial-arteriole,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Bronchial_artery
blood-vasculature,1888,bronchial capillary,https://purl.org/ccf/ASCTB-TEMP_bronchial-capillary,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Bronchial_artery
blood-vasculature,1056,superficial external pudendal artery,http://purl.obolibrary.org/obo/UBERON_0007317,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://radiopaedia.org/articles/common-femoral-artery
blood-vasculature,1048,superficial circumflex iliac artery,http://purl.obolibrary.org/obo/UBERON_0009041,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://radiopaedia.org/articles/common-femoral-artery
blood-vasculature,1072,saphenous artery,http://purl.obolibrary.org/obo/UBERON_0015350,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Descending_genicular_artery
blood-vasculature,1052,superficial epigastric artery,http://purl.obolibrary.org/obo/UBERON_0034964,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://radiopaedia.org/articles/superficial-epigastric-artery
blood-vasculature,1060,Superficial femoral artery,http://purl.org/sig/ont/fma/fma0323777,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://radiopaedia.org/articles/common-femoral-artery
blood-vasculature,1064,Descending genicular artery,http://purl.org/sig/ont/fma/fma22506,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.wheelessonline.com/joints/knee/descending-genicular-branch-of-superficial-femoral-artery/
blood-vasculature,1068,Articular branch of descending genicular artery,http://purl.org/sig/ont/fma/fma22511,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Descending_genicular_artery
blood-vasculature,105,pterygovaginal artery,https://purl.org/ccf/ASCTB-TEMP_pterygovaginal-artery,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,PMID:12169487
blood-vasculature,1876,testicular artery,http://purl.obolibrary.org/obo/UBERON_0001187,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Testicular_artery
blood-vasculature,1868,middle colic artery,http://purl.obolibrary.org/obo/UBERON_0001196,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Middle_colic_artery
blood-vasculature,1880,bronchial artery,http://purl.obolibrary.org/obo/UBERON_0002040,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Bronchial_artery
blood-vasculature,1852,jejunal artery,http://purl.obolibrary.org/obo/UBERON_0018255,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Jejunal_arteries
blood-vasculature,1872,right colic artery,http://purl.obolibrary.org/obo/UBERON_8410023,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Right_colic_artery
blood-vasculature,1848,Posterior inferior pancreaticoduodenal artery,http://purl.org/sig/ont/fma/fma70480,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_pancreaticoduodenal_artery
blood-vasculature,1864,Capillary plexus of mucosa of small intestine,http://purl.org/sig/ont/fma/fma264945,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Vasa_recta_(intestines)
blood-vasculature,185,anterior lingual gland arteriole,https://purl.org/ccf/ASCTB-TEMP_anterior-lingual-gland-arteriole,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Lingual_artery
blood-vasculature,1866,branch of mucous plexus of small intestine,https://purl.org/ccf/ASCTB-TEMP_branch-of-mucous-plexus-of-small-intestine,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Vasa_recta_(intestines)
blood-vasculature,1856,jejunal arcade,https://purl.org/ccf/ASCTB-TEMP_jejunal-arcade,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://radiopaedia.org/articles/jejunal-and-ileal-branches-of-the-superior-mesenteric-artery
blood-vasculature,1860,vasa recta of jejunum,https://purl.org/ccf/ASCTB-TEMP_vasa-recta-of-jejunum,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Vasa_recta_(intestines)
blood-vasculature,45,right subclavian artery,http://purl.obolibrary.org/obo/UBERON_0001534,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Subclavian_artery
blood-vasculature,441,superficial temporal artery,http://purl.obolibrary.org/obo/UBERON_0001614,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Superficial_temporal_artery
blood-vasculature,453,middle temporal artery,http://purl.obolibrary.org/obo/UBERON_0035042,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Superficial_temporal_artery
blood-vasculature,457,posterior temporal artery,http://purl.obolibrary.org/obo/UBERON_0035261,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Superficial_temporal_artery
blood-vasculature,445,Anterior auricular branch of superficial temporal artery,http://purl.org/sig/ont/fma/fma49660,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Anterior_auricular_branches
blood-vasculature,449,Frontal branch of superficial temporal artery,http://purl.org/sig/ont/fma/fma49669,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Superficial_temporal_artery
blood-vasculature,113,facial artery,http://purl.obolibrary.org/obo/UBERON_0001612,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Facial_artery
blood-vasculature,1152,First dorsal metatarsal artery,http://purl.org/sig/ont/fma/fma44647,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Dorsalis_pedis_artery
blood-vasculature,1136,Third dorsal metatarsal artery,http://purl.org/sig/ont/fma/fma44649,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Dorsal_metatarsal_arteries
blood-vasculature,1148,Deep plantar artery,http://purl.org/sig/ont/fma/fma69513,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Deep_plantar_artery
blood-vasculature,1132,Medial part of dorsal digital artery of third toe,http://purl.org/sig/ont/fma/fma69587,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.ncbi.nlm.nih.gov/books/NBK560912/
blood-vasculature,1144,Medial part of dorsal digital artery of fourth toe,http://purl.org/sig/ont/fma/fma69588,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.ncbi.nlm.nih.gov/books/NBK560912/
blood-vasculature,2804,internal iliac vein,http://purl.obolibrary.org/obo/UBERON_0001317,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Internal_iliac_vein
blood-vasculature,2814,inferior vesical vein,http://purl.obolibrary.org/obo/UBERON_0001318,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.kenhub.com/en/library/anatomy/prostatic-venous-plexus
blood-vasculature,2802,iliolumbar vein,http://purl.obolibrary.org/obo/UBERON_0001320,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Iliolumbar_vein
blood-vasculature,2832,obturator vein,http://purl.obolibrary.org/obo/UBERON_0001321,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Obturator_veins
blood-vasculature,2794,lateral marginal vein,http://purl.obolibrary.org/obo/UBERON_0001548,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Lateral_marginal_vein
blood-vasculature,2792,dorsal venous arch,http://purl.obolibrary.org/obo/UBERON_0008783,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Dorsal_venous_arch_of_the_foot
blood-vasculature,2810,deep dorsal vein of penis,http://purl.obolibrary.org/obo/UBERON_0006656,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,http://purl.obolibrary.org/obo/UBERON_0006656
blood-vasculature,2806,deep dorsal vein of clitoris,http://purl.obolibrary.org/obo/UBERON_0006690,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,http://purl.obolibrary.org/obo/UBERON_0006690
blood-vasculature,2798,inferior epigastric vein,http://purl.obolibrary.org/obo/UBERON_0007154,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_epigastric_vein
blood-vasculature,2816,prostatic venous plexus,http://purl.obolibrary.org/obo/UBERON_0009042,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.kenhub.com/en/library/anatomy/prostatic-venous-plexus
blood-vasculature,2796,vein of genicular venous plexus,http://purl.obolibrary.org/obo/UBERON_0013144,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,http://purl.obolibrary.org/obo/UBERON_0013144
blood-vasculature,2820,internal pudendal vein,http://purl.obolibrary.org/obo/UBERON_0018252,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Internal_pudendal_veins
blood-vasculature,2828,lateral sacral vein,http://purl.obolibrary.org/obo/UBERON_8600056,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Lateral_sacral_veins
blood-vasculature,2830,middle hemorrhoidal vein,http://purl.obolibrary.org/obo/UBERON_8600057,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Middle_rectal_veins
blood-vasculature,2818,prostatic venule,http://purl.obolibrary.org/obo/UBERON_8600084,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://www.kenhub.com/en/library/anatomy/prostatic-venous-plexus
blood-vasculature,2808,Vesical nerve plexus,http://purl.org/sig/ont/fma/fma6646,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Deep_dorsal_vein_of_clitoris
blood-vasculature,2812,Inferior gluteal vein,http://purl.org/sig/ont/fma/fma18911,blood vessel endothelial cell,CL:0000071,TIE1,1,TEK; TIE1; CDH5; PECAM1,HGNC:11724; HGNC:11809; HGNC:1764; HGNC:8823,https://en.wikipedia.org/wiki/Inferior_gluteal_veins
